rank,candidate_id,name,career_stage,years_experience,location,expected_ctc_lpa,notice_period_days,skill_match_score,semantic_skill_score,required_skills_matched,matched_skills,experience_score,yoe_score,prestige_score,platform_score,github_score,linkedin_score,education_score,college_tier,cgpa,behavioral_score,fit_score,semantic_profile_score,rule_based_score,composite_score,ranking_method
361,CAND_0387,Candidate_387,mid,4,Mumbai,4.2,90,24.19,55.18,0/8,,78.0,100,62.9,19.18,14.6,26.0,64.48,NIT,8.7,40.48,50.5,50.87,43.42,46.02,hybrid (tfidf)
362,CAND_0035,Candidate_35,fresher,0,Kolkata,21.3,0,24.12,52.67,1/8,nlp,34.5,40,20.0,31.04,32.4,29.1,82.54,IIT,7.92,58.9,87.5,50.91,43.31,45.97,hybrid (tfidf)
363,CAND_0413,Candidate_413,junior,2,Chennai,15.3,15,29.95,53.08,2/8,"python, sql",64.75,80,45.0,7.16,10.0,2.9,67.19,Tier-2,8.9,33.3,86.85,50.98,43.25,45.96,hybrid (tfidf)
364,CAND_0335,Candidate_335,junior,0,Ahmedabad,22.0,0,26.08,51.29,1/8,ml,34.5,40,20.0,44.26,10.0,95.7,46.23,Tier-2,6.54,66.25,87.5,50.67,43.38,45.93,hybrid (tfidf)
365,CAND_0478,Candidate_478,junior,0,Chennai,49.7,30,26.7,53.08,1/8,ml,34.5,40,20.0,17.39,10.0,28.5,82.15,NIT,9.58,75.5,87.5,50.9,43.25,45.92,hybrid (tfidf)
366,CAND_0138,Candidate_138,fresher,0,Remote,4.6,15,29.39,51.47,2/8,"ml, nlp",34.5,40,20.0,31.08,35.7,24.1,72.85,BITS,7.62,57.93,80.25,51.1,43.1,45.9,hybrid (tfidf)
367,CAND_0312,Candidate_312,junior,0,Kolkata,39.3,60,24.02,52.39,1/8,sql,34.5,40,20.0,39.1,41.7,35.2,73.61,IIT,7.21,43.42,96.25,50.97,43.16,45.89,hybrid (tfidf)
368,CAND_0123,Candidate_123,fresher,0,Bangalore,36.7,30,20.77,52.39,0/8,,34.5,40,20.0,59.8,33.0,100.0,45.14,Tier-3,8.79,41.56,100.0,50.69,43.26,45.86,hybrid (tfidf)
369,CAND_0062,Candidate_62,junior,0,Chennai,24.4,60,23.81,51.77,1/8,python,34.5,40,20.0,37.32,34.1,42.2,48.77,Tier-3,8.26,74.41,96.25,50.37,43.39,45.84,hybrid (tfidf)
370,CAND_0006,Candidate_6,mid,2,Ahmedabad,41.1,90,17.91,51.16,0/8,,63.0,80,40.0,39.92,13.2,80.0,54.99,Tier-2,8.77,47.73,66.5,50.47,43.34,45.84,hybrid (tfidf)
371,CAND_0214,Candidate_214,fresher,0,Delhi,20.0,30,24.02,52.37,1/8,sql,34.5,40,20.0,45.54,14.6,92.0,52.98,Tier-2,7.98,53.42,96.25,50.51,43.26,45.8,hybrid (tfidf)
372,CAND_0055,Candidate_55,mid,5,Hyderabad,45.8,0,24.45,55.92,0/8,,83.25,100,73.6,8.59,10.0,6.5,31.5,Tier-3,6.92,27.85,96.25,51.38,42.76,45.77,hybrid (tfidf)
373,CAND_0311,Candidate_311,junior,1,Pune,17.7,15,30.13,55.92,1/8,sql,48.5,60,40.0,22.63,34.4,4.9,72.05,IIT,7.51,35.95,82.9,51.05,42.87,45.73,hybrid (tfidf)
374,CAND_0449,Candidate_449,mid,2,Ahmedabad,38.4,90,20.28,50.99,0/8,,77.0,80,80.0,9.22,10.0,8.1,69.27,Tier-2,9.7,45.8,66.5,50.8,42.84,45.63,hybrid (tfidf)
375,CAND_0056,Candidate_56,junior,1,Hyderabad,35.9,60,17.5,50.0,0/8,,69.5,60,100.0,21.74,13.1,34.7,63.85,NIT,8.1,26.02,96.25,50.36,43.07,45.62,hybrid (tfidf)
376,CAND_0460,Candidate_460,junior,0,Bangalore,15.2,15,32.6,53.69,2/8,"python, sql",34.5,40,20.0,20.3,10.0,35.8,84.85,IIT,9.78,42.1,90.4,50.94,42.76,45.62,hybrid (tfidf)
377,CAND_0382,Candidate_382,junior,0,Pune,49.7,0,26.92,53.69,1/8,ml,34.5,40,20.0,25.54,37.5,7.7,64.93,Tier-2,8.59,61.96,96.25,51.08,42.58,45.55,hybrid (tfidf)
378,CAND_0328,Candidate_328,junior,0,Delhi,4.9,30,26.33,52.02,1/8,nlp,34.5,40,20.0,48.37,14.0,100.0,55.28,Tier-2,8.81,48.83,80.25,50.8,42.63,45.49,hybrid (tfidf)
379,CAND_0118,Candidate_118,junior,1,Kolkata,26.7,90,20.56,51.77,0/8,,48.5,60,40.0,36.88,38.3,34.8,48.53,Tier-2,7.37,66.89,75.25,50.83,42.54,45.44,hybrid (tfidf)
380,CAND_0002,Candidate_2,junior,2,Delhi,13.2,15,35.74,53.36,3/8,"ml, nlp, sql",64.75,80,45.0,11.08,14.2,6.4,43.42,Tier-3,8.04,27.42,82.65,51.2,42.31,45.42,hybrid (tfidf)
381,CAND_0389,Candidate_389,junior,2,Mumbai,11.4,15,23.19,50.0,1/8,ml,71.75,80,65.0,18.04,10.0,30.1,46.47,NIT,6.23,39.7,80.25,50.42,42.63,45.36,hybrid (tfidf)
382,CAND_0105,Candidate_105,junior,0,Hyderabad,14.9,30,23.98,54.6,0/8,,34.5,40,20.0,41.86,12.6,85.8,52.33,NIT,6.52,62.08,86.05,50.8,42.36,45.32,hybrid (tfidf)
383,CAND_0485,Candidate_485,fresher,0,Kolkata,26.6,90,24.51,53.77,1/8,python,34.5,40,20.0,46.0,10.0,100.0,64.95,NIT,8.25,52.5,75.25,50.45,42.49,45.28,hybrid (tfidf)
384,CAND_0044,Candidate_44,junior,0,Chennai,46.6,15,29.81,52.67,2/8,"python, nlp",34.5,40,20.0,16.87,10.0,27.2,91.04,IIT,9.6,39.5,96.25,50.8,42.25,45.24,hybrid (tfidf)
385,CAND_0339,Candidate_339,fresher,0,Remote,44.5,15,23.81,51.77,1/8,sql,34.5,40,20.0,30.91,33.6,26.9,77.3,NIT,9.43,55.39,87.5,50.55,42.32,45.2,hybrid (tfidf)
386,CAND_0277,Candidate_277,fresher,0,Chennai,28.9,15,26.94,53.77,1/8,python,34.5,40,20.0,37.25,13.9,72.3,58.06,BITS,6.62,45.0,96.25,50.5,42.31,45.18,hybrid (tfidf)
387,CAND_0063,Candidate_63,fresher,0,Chennai,37.3,90,29.52,54.16,1/8,sql,34.5,40,20.0,20.61,10.0,36.5,87.44,IIT,9.62,56.35,75.25,50.85,42.06,45.14,hybrid (tfidf)
388,CAND_0386,Candidate_386,fresher,0,Chennai,45.4,30,23.7,51.47,1/8,nlp,34.5,40,20.0,34.12,32.0,37.3,84.95,IIT,8.25,38.84,87.5,50.92,41.97,45.1,hybrid (tfidf)
389,CAND_0364,Candidate_364,junior,0,Delhi,52.1,90,23.81,51.77,1/8,python,34.5,40,20.0,46.09,12.7,96.2,71.21,IIT,6.88,50.0,68.53,50.71,42.0,45.05,hybrid (tfidf)
390,CAND_0452,Candidate_452,fresher,0,Delhi,40.3,90,26.08,51.29,1/8,ml,34.5,40,20.0,38.79,43.8,31.3,85.54,IIT,9.36,34.83,75.25,50.67,41.96,45.01,hybrid (tfidf)
391,CAND_0008,Candidate_8,junior,2,Pune,54.7,30,18.12,51.77,0/8,,63.0,80,40.0,22.13,32.6,6.4,58.79,NIT,7.92,46.44,81.21,50.6,41.92,44.96,hybrid (tfidf)
392,CAND_0310,Candidate_310,junior,1,Ahmedabad,51.0,0,26.58,52.72,1/8,ml,57.25,60,65.0,16.05,11.0,23.6,58.52,Tier-2,8.74,31.81,93.05,50.77,41.8,44.94,hybrid (tfidf)
393,CAND_0474,Candidate_474,junior,2,Pune,16.1,30,20.31,51.06,0/8,,71.75,80,65.0,17.63,10.0,29.1,48.6,Tier-2,7.38,29.3,88.45,50.58,41.69,44.8,hybrid (tfidf)
394,CAND_0298,Candidate_298,fresher,0,Pune,46.7,15,17.87,51.06,0/8,,34.5,40,20.0,37.94,38.1,37.7,62.6,Tier-2,9.3,69.77,87.5,50.41,41.77,44.79,hybrid (tfidf)
395,CAND_0091,Candidate_91,junior,2,Ahmedabad,36.5,90,20.87,52.67,0/8,,63.0,80,40.0,21.15,14.9,30.6,67.57,NIT,8.61,40.04,66.5,50.59,41.34,44.58,hybrid (tfidf)
396,CAND_0061,Candidate_61,junior,0,Delhi,20.8,60,23.81,51.77,1/8,sql,34.5,40,20.0,21.34,30.0,8.4,68.0,NIT,7.64,60.21,96.25,51.1,41.02,44.55,hybrid (tfidf)
397,CAND_0454,Candidate_454,junior,0,Bangalore,29.6,0,27.41,55.09,1/8,sql,34.5,40,20.0,20.57,13.6,31.0,79.96,IIT,8.08,34.55,100.0,51.18,40.97,44.54,hybrid (tfidf)
398,CAND_0082,Candidate_82,junior,2,Chennai,15.7,30,30.87,58.01,1/8,python,64.75,80,45.0,8.01,10.0,5.0,39.6,Tier-2,6.66,30.25,87.65,51.62,40.7,44.52,hybrid (tfidf)
399,CAND_0077,Candidate_77,junior,0,Mumbai,50.3,30,24.02,52.39,1/8,sql,34.5,40,20.0,45.92,70.9,8.4,57.01,BITS,6.99,38.1,86.54,50.55,41.23,44.49,hybrid (tfidf)
400,CAND_0222,Candidate_222,junior,1,Pune,59.5,15,20.56,51.77,0/8,,69.5,60,100.0,21.15,12.7,33.9,40.12,Tier-3,6.56,51.47,65.85,50.93,41.01,44.48,hybrid (tfidf)
401,CAND_0242,Candidate_242,junior,1,Delhi,25.1,15,32.69,53.94,2/8,"python, sql",57.25,60,65.0,8.95,10.0,7.4,73.41,IIT,8.21,8.75,87.5,50.82,40.98,44.42,hybrid (tfidf)
402,CAND_0330,Candidate_330,junior,1,Remote,21.6,90,26.46,52.39,1/8,ml,57.25,60,65.0,11.6,14.3,7.6,79.05,NIT,9.67,29.22,75.25,50.64,40.97,44.36,hybrid (tfidf)
403,CAND_0394,Candidate_394,junior,1,Bangalore,50.3,15,23.64,51.29,1/8,sql,48.5,60,40.0,12.13,4.6,23.4,76.06,BITS,8.06,33.02,99.04,50.96,40.76,44.33,hybrid (tfidf)
404,CAND_0102,Candidate_102,junior,1,Remote,50.1,90,23.19,50.0,1/8,ml,57.25,60,65.0,18.7,10.0,31.7,62.14,IIT,6.15,42.45,74.93,50.71,40.87,44.31,hybrid (tfidf)
405,CAND_0041,Candidate_41,junior,0,Hyderabad,45.2,0,20.34,51.16,0/8,,34.5,40,20.0,25.2,36.1,8.9,80.77,IIT,9.22,50.2,96.25,50.4,40.95,44.26,hybrid (tfidf)
406,CAND_0459,Candidate_459,junior,1,Remote,14.2,90,17.5,50.0,0/8,,50.25,60,45.0,25.43,40.8,2.3,88.23,IIT,8.7,45.4,63.65,51.01,40.61,44.25,hybrid (tfidf)
407,CAND_0317,Candidate_317,junior,0,Chennai,53.8,60,35.51,55.04,2/8,"ml, sql",34.5,40,20.0,27.34,40.5,7.7,56.67,Tier-2,9.0,33.02,84.09,50.87,40.54,44.16,hybrid (tfidf)
408,CAND_0025,Candidate_25,fresher,0,Delhi,21.3,0,23.19,50.0,1/8,ml,34.5,40,20.0,24.45,36.7,6.1,69.98,BITS,7.74,51.57,96.25,50.44,40.73,44.13,hybrid (tfidf)
409,CAND_0167,Candidate_167,junior,0,Chennai,28.6,15,24.68,56.58,0/8,,34.5,40,20.0,34.06,32.2,36.8,35.59,Tier-2,6.11,59.33,96.25,51.04,40.24,44.02,hybrid (tfidf)
410,CAND_0009,Candidate_9,junior,1,Hyderabad,47.7,30,24.16,55.09,0/8,,48.5,60,40.0,10.02,10.0,10.0,61.11,IIT,6.01,47.45,96.25,50.88,40.2,43.94,hybrid (tfidf)
411,CAND_0230,Candidate_230,junior,0,Hyderabad,20.2,0,30.13,55.92,1/8,nlp,34.5,40,20.0,23.77,36.4,4.8,73.77,NIT,9.46,19.67,96.25,51.3,39.88,43.87,hybrid (tfidf)
412,CAND_0431,Candidate_431,fresher,0,Chennai,37.4,15,26.94,53.77,1/8,python,34.5,40,20.0,16.51,10.0,26.3,73.11,BITS,8.17,47.4,96.25,50.4,40.32,43.85,hybrid (tfidf)
413,CAND_0388,Candidate_388,fresher,0,Remote,48.5,90,24.27,53.08,1/8,sql,34.5,40,20.0,54.08,83.9,9.3,49.81,Tier-2,8.06,31.73,75.25,50.42,40.28,43.83,hybrid (tfidf)
414,CAND_0351,Candidate_351,fresher,0,Ahmedabad,53.5,90,26.7,53.08,1/8,sql,34.5,40,20.0,56.61,90.1,6.3,40.8,Tier-2,6.31,39.52,64.05,50.48,40.23,43.82,hybrid (tfidf)
415,CAND_0259,Candidate_259,junior,0,Mumbai,36.4,15,17.5,50.0,0/8,,34.5,40,20.0,23.58,10.0,43.9,72.34,NIT,8.75,63.75,96.25,50.32,40.32,43.82,hybrid (tfidf)
416,CAND_0050,Candidate_50,fresher,0,Kolkata,57.4,30,31.37,59.44,1/8,python,34.5,40,20.0,27.83,30.0,24.5,70.93,NIT,9.07,43.78,63.82,51.08,39.86,43.79,hybrid (tfidf)
417,CAND_0286,Candidate_286,mid,4,Kolkata,56.6,15,23.85,51.89,1/8,ml,78.22,100,67.8,8.27,10.0,5.7,54.2,NIT,7.29,19.5,66.38,50.66,39.86,43.64,hybrid (tfidf)
418,CAND_0144,Candidate_144,junior,1,Kolkata,42.4,0,24.12,52.67,1/8,sql,50.25,60,45.0,24.13,14.6,38.4,38.93,Tier-3,6.91,45.73,87.5,50.68,39.85,43.64,hybrid (tfidf)
419,CAND_0065,Candidate_65,junior,0,Kolkata,53.5,90,20.77,52.37,0/8,,34.5,40,20.0,56.3,74.9,28.3,44.77,Tier-3,8.74,59.48,55.3,50.54,39.91,43.63,hybrid (tfidf)
420,CAND_0338,Candidate_338,fresher,0,Bangalore,23.1,15,17.5,50.0,0/8,,34.5,40,20.0,51.99,66.8,29.8,30.33,Tier-3,6.76,45.64,100.0,50.5,39.8,43.54,hybrid (tfidf)
421,CAND_0420,Candidate_420,junior,1,Kolkata,57.3,0,29.54,54.23,1/8,sql,48.5,60,40.0,11.37,14.3,7.0,72.53,NIT,9.29,34.76,72.89,50.79,39.6,43.51,hybrid (tfidf)
422,CAND_0085,Candidate_85,junior,0,Remote,49.8,60,17.91,51.16,0/8,,34.5,40,20.0,22.29,10.0,40.7,82.77,BITS,8.98,52.55,87.5,50.79,39.26,43.29,hybrid (tfidf)
423,CAND_0226,Candidate_226,fresher,0,Remote,19.5,30,26.03,51.16,1/8,ml,34.5,40,20.0,18.97,27.4,6.4,91.04,IIT,9.6,27.77,86.5,50.58,39.34,43.28,hybrid (tfidf)
424,CAND_0483,Candidate_483,fresher,0,Mumbai,12.3,30,18.01,51.47,0/8,,34.5,40,20.0,39.69,3.5,94.0,57.27,Tier-2,7.54,54.71,80.85,50.36,39.42,43.25,hybrid (tfidf)
425,CAND_0122,Candidate_122,fresher,0,Bangalore,25.5,15,18.33,52.37,0/8,,34.5,40,20.0,31.63,34.1,27.9,56.17,Tier-3,8.76,45.44,100.0,50.8,38.94,43.09,hybrid (tfidf)
426,CAND_0280,Candidate_280,fresher,0,Ahmedabad,48.0,60,23.19,50.0,1/8,ml,34.5,40,20.0,21.82,32.8,5.3,81.64,IIT,8.31,28.87,96.25,50.32,39.15,43.06,hybrid (tfidf)
427,CAND_0345,Candidate_345,junior,1,Bangalore,52.7,30,21.72,55.09,0/8,,48.5,60,40.0,20.0,29.9,5.2,57.03,Tier-2,9.05,28.42,91.36,51.39,38.47,42.99,hybrid (tfidf)
428,CAND_0127,Candidate_127,junior,0,Bangalore,4.9,90,23.59,51.16,1/8,nlp,34.5,40,20.0,25.86,36.3,10.2,74.24,NIT,9.01,55.04,63.0,51.13,38.55,42.95,hybrid (tfidf)
429,CAND_0306,Candidate_306,junior,0,Kolkata,50.5,90,24.68,56.58,0/8,,34.5,40,20.0,29.06,42.6,8.7,52.09,Tier-2,6.83,63.54,64.9,51.41,38.28,42.87,hybrid (tfidf)
430,CAND_0265,Candidate_265,junior,1,Pune,41.3,90,20.45,51.47,0/8,,48.5,60,40.0,30.07,32.0,27.2,50.31,Tier-2,7.1,38.43,75.25,50.74,38.62,42.86,hybrid (tfidf)
431,CAND_0495,Candidate_495,junior,0,Delhi,7.3,30,21.96,55.77,0/8,,34.5,40,20.0,19.54,27.7,7.3,73.35,IIT,6.66,59.0,71.5,51.33,38.08,42.72,hybrid (tfidf)
432,CAND_0486,Candidate_486,junior,0,Hyderabad,39.3,0,30.05,53.36,2/8,"nlp, sql",34.5,40,20.0,23.63,14.8,36.9,30.77,Tier-3,6.82,56.78,87.5,50.78,38.36,42.71,hybrid (tfidf)
433,CAND_0141,Candidate_141,junior,1,Hyderabad,20.0,15,21.02,53.08,0/8,,50.25,60,45.0,30.11,31.2,28.4,45.06,Tier-3,8.78,14.79,96.25,50.68,38.39,42.69,hybrid (tfidf)
434,CAND_0470,Candidate_470,junior,0,Ahmedabad,25.4,0,32.08,52.18,2/8,"ml, sql",34.5,40,20.0,23.4,14.9,36.1,44.19,Tier-3,8.66,38.22,87.5,50.53,38.42,42.66,hybrid (tfidf)
435,CAND_0314,Candidate_314,junior,1,Hyderabad,20.5,30,17.5,50.0,0/8,,62.5,60,80.0,13.57,16.5,9.1,50.38,Tier-3,8.48,27.86,87.5,50.7,38.02,42.46,hybrid (tfidf)
436,CAND_0145,Candidate_145,junior,1,Bangalore,58.2,90,20.56,51.77,0/8,,48.5,60,40.0,32.8,31.8,34.3,63.52,IIT,6.34,35.01,52.76,50.91,37.87,42.43,hybrid (tfidf)
437,CAND_0244,Candidate_244,fresher,0,Remote,37.4,15,20.77,52.37,0/8,,34.5,40,20.0,16.11,10.0,25.3,74.59,IIT,6.83,49.95,87.5,50.71,37.92,42.4,hybrid (tfidf)
438,CAND_0038,Candidate_38,fresher,0,Kolkata,17.5,30,21.96,55.77,0/8,,34.5,40,20.0,33.55,39.5,24.7,44.69,Tier-3,7.7,46.75,82.5,51.1,37.61,42.33,hybrid (tfidf)
439,CAND_0189,Candidate_189,fresher,0,Remote,11.7,15,17.5,50.0,0/8,,34.5,40,20.0,43.62,7.2,98.3,49.69,Tier-3,8.9,44.34,80.25,50.13,38.12,42.32,hybrid (tfidf)
440,CAND_0446,Candidate_446,fresher,0,Kolkata,51.8,15,23.7,51.47,1/8,python,34.5,40,20.0,17.16,10.0,27.9,47.42,Tier-3,7.56,61.95,90.49,50.46,37.77,42.21,hybrid (tfidf)
441,CAND_0125,Candidate_125,mid,4,Chennai,40.9,90,17.5,50.0,0/8,,73.7,100,42.0,13.33,16.5,8.6,39.95,Tier-3,7.05,30.29,66.5,50.72,37.54,42.15,hybrid (tfidf)
442,CAND_0182,Candidate_182,fresher,0,Delhi,48.9,60,27.64,55.77,1/8,sql,34.5,40,20.0,29.85,26.6,34.7,33.76,Tier-3,7.23,40.47,87.5,50.75,37.43,42.09,hybrid (tfidf)
443,CAND_0410,Candidate_410,junior,0,Remote,41.0,60,29.72,54.73,1/8,nlp,34.5,40,20.0,21.31,17.8,26.6,29.6,Tier-3,6.66,42.37,96.25,51.04,37.16,42.02,hybrid (tfidf)
444,CAND_0398,Candidate_398,junior,0,Kolkata,40.2,90,21.02,53.08,0/8,,34.5,40,20.0,21.75,16.2,30.0,78.88,IIT,8.96,41.46,75.25,50.65,37.37,42.02,hybrid (tfidf)
445,CAND_0288,Candidate_288,fresher,0,Hyderabad,37.2,60,23.45,53.08,0/8,,34.5,40,20.0,30.82,35.4,23.9,55.36,NIT,7.45,18.75,96.25,50.43,37.21,41.84,hybrid (tfidf)
446,CAND_0500,Candidate_500,fresher,0,Mumbai,16.5,0,23.98,54.6,0/8,,34.5,40,20.0,16.35,10.0,25.9,77.45,IIT,8.25,33.0,80.5,51.0,36.82,41.78,hybrid (tfidf)
447,CAND_0053,Candidate_53,fresher,0,Mumbai,29.0,0,27.24,54.6,1/8,python,34.5,40,20.0,5.44,6.4,4.0,86.62,IIT,8.48,26.2,87.5,51.05,36.77,41.77,hybrid (tfidf)
448,CAND_0359,Candidate_359,junior,0,Bangalore,48.8,90,29.64,52.18,2/8,"python, ml",34.5,40,20.0,20.09,9.7,35.7,44.55,Tier-2,6.31,44.36,79.0,50.81,36.89,41.76,hybrid (tfidf)
449,CAND_0423,Candidate_423,junior,0,Bangalore,53.4,0,17.85,50.99,0/8,,34.5,40,20.0,18.3,10.0,30.7,66.21,Tier-2,9.28,52.3,89.12,50.53,37.0,41.74,hybrid (tfidf)
450,CAND_0439,Candidate_439,junior,0,Mumbai,51.2,15,20.45,51.47,0/8,,34.5,40,20.0,21.67,10.0,39.2,63.33,Tier-2,9.4,34.5,92.41,50.95,36.65,41.65,hybrid (tfidf)
451,CAND_0211,Candidate_211,junior,0,Kolkata,9.9,15,23.7,51.47,1/8,python,34.5,40,20.0,21.78,15.1,31.8,55.15,NIT,7.42,54.93,71.5,50.62,36.78,41.62,hybrid (tfidf)
452,CAND_0448,Candidate_448,fresher,0,Remote,23.2,60,30.19,53.77,2/8,"ml, sql",34.5,40,20.0,18.98,27.4,6.4,59.39,Tier-2,7.83,17.33,87.5,50.98,36.49,41.56,hybrid (tfidf)
453,CAND_0101,Candidate_101,junior,1,Pune,13.0,15,22.32,56.82,0/8,,48.5,60,40.0,9.46,10.2,8.3,53.81,Tier-2,7.58,36.68,82.25,51.22,36.34,41.55,hybrid (tfidf)
454,CAND_0081,Candidate_81,junior,0,Chennai,58.6,15,33.21,55.43,2/8,"python, nlp",34.5,40,20.0,24.03,14.2,38.8,29.56,Tier-3,6.14,42.8,68.73,51.8,35.99,41.52,hybrid (tfidf)
455,CAND_0247,Candidate_247,fresher,0,Mumbai,41.5,60,26.7,53.08,1/8,sql,34.5,40,20.0,28.84,25.6,33.7,60.88,BITS,7.52,10.39,87.5,50.45,36.67,41.49,hybrid (tfidf)
456,CAND_0453,Candidate_453,junior,0,Kolkata,32.4,0,32.92,54.6,2/8,"python, ml",34.5,40,20.0,10.64,10.0,11.6,65.2,IIT,6.57,16.55,87.5,51.03,36.31,41.46,hybrid (tfidf)
457,CAND_0178,Candidate_178,fresher,0,Hyderabad,20.1,30,24.02,52.37,1/8,nlp,34.5,40,20.0,20.72,10.0,36.8,69.95,NIT,9.45,21.8,87.5,50.53,36.45,41.38,hybrid (tfidf)
458,CAND_0090,Candidate_90,junior,0,Kolkata,43.7,90,23.7,51.47,1/8,sql,34.5,40,20.0,22.55,32.2,8.0,57.82,Tier-2,8.13,41.95,75.25,50.84,36.26,41.36,hybrid (tfidf)
459,CAND_0119,Candidate_119,fresher,0,Bangalore,46.8,90,24.16,55.09,0/8,,34.5,40,20.0,20.85,27.0,11.7,64.72,NIT,7.19,28.92,79.0,51.57,35.86,41.36,hybrid (tfidf)
460,CAND_0097,Candidate_97,junior,1,Mumbai,9.7,0,28.01,56.82,1/8,sql,48.5,60,40.0,10.76,10.0,11.9,38.88,Tier-2,6.56,29.05,80.25,51.48,35.83,41.31,hybrid (tfidf)
461,CAND_0377,Candidate_377,fresher,0,Kolkata,27.2,15,17.5,50.0,0/8,,34.5,40,20.0,23.71,17.1,33.7,79.53,BITS,9.05,16.45,96.25,50.51,36.33,41.29,hybrid (tfidf)
462,CAND_0412,Candidate_412,fresher,0,Ahmedabad,13.1,60,21.64,54.85,0/8,,34.5,40,20.0,16.45,10.0,26.1,53.2,Tier-2,8.01,55.15,82.45,50.73,36.12,41.24,hybrid (tfidf)
463,CAND_0116,Candidate_116,fresher,0,Pune,57.7,60,17.5,50.0,0/8,,34.5,40,20.0,33.43,34.5,31.8,64.55,BITS,7.51,47.91,62.86,50.19,36.39,41.22,hybrid (tfidf)
464,CAND_0213,Candidate_213,junior,0,Chennai,7.0,90,21.55,54.6,0/8,,34.5,40,20.0,31.18,35.5,24.8,69.57,IIT,7.17,42.51,50.5,51.06,35.93,41.22,hybrid (tfidf)
465,CAND_0114,Candidate_114,junior,1,Hyderabad,48.8,15,23.56,51.06,1/8,sql,48.5,60,40.0,4.06,3.8,4.5,58.19,Tier-2,8.18,22.1,96.25,50.51,36.12,41.16,hybrid (tfidf)
466,CAND_0158,Candidate_158,fresher,0,Chennai,43.5,90,23.45,53.08,0/8,,34.5,40,20.0,18.74,5.6,38.5,71.69,IIT,7.46,34.92,75.25,50.41,36.18,41.16,hybrid (tfidf)
467,CAND_0103,Candidate_103,fresher,0,Hyderabad,52.4,15,21.23,53.69,0/8,,34.5,40,20.0,19.13,28.6,4.9,54.61,Tier-2,7.69,40.22,88.57,50.82,35.74,41.02,hybrid (tfidf)
468,CAND_0252,Candidate_252,fresher,0,Mumbai,32.2,15,23.64,51.29,1/8,ml,34.5,40,20.0,22.81,33.8,6.4,29.42,Tier-3,6.12,43.98,96.25,50.73,35.75,40.99,hybrid (tfidf)
469,CAND_0168,Candidate_168,fresher,0,Kolkata,14.6,60,17.5,50.0,0/8,,34.5,40,20.0,41.71,42.6,40.4,38.2,Tier-3,6.81,40.95,76.7,50.34,35.93,40.98,hybrid (tfidf)
470,CAND_0233,Candidate_233,junior,1,Bangalore,56.0,15,23.95,52.18,1/8,nlp,50.25,60,45.0,12.21,18.3,3.0,36.56,Tier-3,7.1,33.26,80.8,51.16,35.5,40.98,hybrid (tfidf)
471,CAND_0322,Candidate_322,junior,0,Ahmedabad,39.2,15,23.86,54.23,0/8,,34.5,40,20.0,7.98,10.0,5.0,51.72,NIT,6.95,44.85,96.25,50.97,35.47,40.89,hybrid (tfidf)
472,CAND_0064,Candidate_64,fresher,0,Chennai,47.9,60,23.7,51.47,1/8,python,34.5,40,20.0,14.56,10.0,21.4,43.14,Tier-2,6.63,44.3,96.25,50.35,35.69,40.82,hybrid (tfidf)
473,CAND_0296,Candidate_296,fresher,0,Hyderabad,13.9,15,17.5,50.0,0/8,,34.5,40,20.0,18.88,10.0,32.2,54.95,Tier-2,8.25,61.9,75.3,50.62,35.45,40.76,hybrid (tfidf)
474,CAND_0393,Candidate_393,fresher,0,Chennai,10.7,90,30.37,56.58,1/8,sql,34.5,40,20.0,19.29,10.0,33.2,67.46,IIT,6.88,22.95,59.25,50.94,35.14,40.67,hybrid (tfidf)
475,CAND_0045,Candidate_45,junior,0,Ahmedabad,36.7,15,23.81,51.77,1/8,nlp,34.5,40,20.0,24.13,37.9,3.5,31.97,Tier-3,6.47,34.58,96.25,50.53,35.36,40.67,hybrid (tfidf)
476,CAND_0184,Candidate_184,fresher,0,Chennai,46.4,60,17.5,50.0,0/8,,34.5,40,20.0,15.73,10.0,24.3,44.21,Tier-3,7.12,54.4,96.25,50.79,35.16,40.63,hybrid (tfidf)
477,CAND_0433,Candidate_433,junior,0,Ahmedabad,38.9,30,20.31,51.06,0/8,,34.5,40,20.0,10.36,10.0,10.9,77.04,IIT,7.68,21.55,96.25,50.61,35.03,40.48,hybrid (tfidf)
478,CAND_0237,Candidate_237,fresher,0,Pune,39.1,0,17.5,50.0,0/8,,34.5,40,20.0,22.26,14.7,33.6,62.03,IIT,6.65,25.38,96.25,50.22,35.21,40.47,hybrid (tfidf)
479,CAND_0479,Candidate_479,junior,2,Bangalore,55.8,0,18.58,53.08,0/8,,60.25,80,45.0,9.98,14.4,3.3,35.76,Tier-3,6.99,23.35,81.44,50.98,34.68,40.39,hybrid (tfidf)
480,CAND_0396,Candidate_396,fresher,0,Kolkata,43.9,90,28.19,57.32,1/8,nlp,34.5,40,20.0,7.52,8.5,6.1,74.94,NIT,9.62,17.16,75.25,51.88,34.14,40.35,hybrid (tfidf)
481,CAND_0471,Candidate_471,junior,0,Hyderabad,7.3,15,32.49,53.36,2/8,"ml, nlp",34.5,40,20.0,9.54,10.0,8.9,47.09,Tier-3,8.03,36.95,71.5,50.86,34.61,40.3,hybrid (tfidf)
